destination_name,author,rating,review_text,cleaned_text,sentiment_label,sentiment_name
Pantai Sayang heulang,al TV,5.0,"serasa pantai private, mantap",serasa pantai private mantap,2,Positif
Pantai Sayang heulang,Yustinus Nindya,5.0,"Tempat yang aman, nyaman, rapi,bersih semoga dapat berkunjung kembali ke Sayang heulang garut",aman nyaman rapi bersih moga kunjung sayang heulang,2,Positif
Pantai Sayang heulang,Aizeu Kimci,5.0,"HTM 20rb/org. masih bersih, belum terlalu ramai, harga jajanan juga masih murah murah. yg disayangkan kondisi jalan setelah masuk gerbang, cukup rusak, tiket masuk yg di kasih hanya 5 padahal bayar untuk 15org. perjalanan menuju kesini cukup berkelok dan bisa kocok perut 🥲 …",htm 20rb org bersih ramai harga jajan murah murah sayang kondisi jalan masuk gerbang rusak tiket masuk kasih 5 bayar 15org jalan kesini kelok kocok perut,2,Positif
Pantai Sayang heulang,Man Herman,5.0,"Menyenangkan,, puas liburan 3 hari Mantappp",senang puas libur 3 mantappp,2,Positif
Pantai Sayang heulang,kang yogi,5.0,"Indah, bagus buat healing dan banyak spot photo",indah bagus healing spot photo,2,Positif
Pantai Sayang heulang,Poniran 09,5.0,Pantainya bersih,pantai bersih,2,Positif
Pantai Sayang heulang,Anggi Maulana yusup,5.0,"Krennn,, pngen tetap di sana malahan,,",krennn pngen,2,Positif
Pantai Sayang heulang,Denny Cornelis,5.0,"Sangat indah pemandangan nya, dan sejuk udaranya, mudah dijangkau karena satu arah dan tujuan.",indah pandang nya sejuk udara mudah jangkau arah tuju,2,Positif
Pantai Sayang heulang,Rizky Fap4,5.0,"tempat masih asri, blm banyak pengunjung dan gak ada parkir liar, uhuy",asri blm unjung parkir liar uhuy,2,Positif
Pantai Sayang heulang,Strider ryu,5.0,makanan cukup murah dan harga nya logis. penginapan pun enak banyak pilihan. pantai ya lumayan buat tempat main anak2. gak terlalu dalam arus pun cukup.,makan murah harga nya logis inap enak pilih pantai lumayan main anak2 arus,2,Positif
Pantai Sayang heulang,Zamzam Ramadhan,1.0,burukkk banyak pungli bayar tiket masuk mahall,burukkk pungli bayar tiket masuk mahall,0,Negatif
Pantai Sayang heulang,Agus Wira,5.0,Indahhhh,indahhhh,2,Positif
Pantai Sayang heulang,Lotek Eco,1.0,Juara nya pungli. Masuk 2 orang di minta 45rb tapi pertamanya ga dikasih tiket. Pas di minta tiket nya cuman dikasih 1. Gmn mau maju orangorangnya pungli amit amit. Harusnya pemda setempat tertibkan dong!,juara nya pungli masuk 2 orang 45rb pertama kasih tiket pas tiket nya cuman kasih 1 gmn maju orangorangnya pungli amit amit pemda tertib,0,Negatif
Pantai Sayang heulang,Rafka Aldizar,5.0,Pantainya indah untuk berenang,pantai indah renang,2,Positif
Pantai Sayang heulang,sutikno,5.0,"Pantainya indah, omabak ga bersar.",pantai indah omabak sar,2,Positif
Pantai Sayang heulang,JAVA DSGN (PORTBAY),5.0,"Pantai ini punya potensi yg bagus bisa seperti pangandaran, hanya tinggal diperbaiki jalan didalam area gerbang yg seeprti sungai surut, jika hujan lumpur semua",pantai potensi bagus pangandaran tinggal baik jalan dalam area gerbang seeprti sungai surut hujan lumpur,2,Positif
Pantai Sayang heulang,YOUTUBER NOB,4.0,"Lumayan enaken, masuk 15 k, hati2 ada pungli kalau bawa mobil, banyak karang Makanan standar",lumayan enaken masuk 15 k hati2 pungli bawa mobil karang makan standar,2,Positif
Pantai Sayang heulang,Rental motor Matik,5.0,Bersih hotel murah,bersih hotel murah,2,Positif
Pantai Sayang heulang,Leni,5.0,Tempatnya enak buat berenang santai karena ada karang yang memecah ombak. Udah itu sekarang ada jembatan buat foto2 cantik. Penginapan juga terjangkau gak dimahalin. Saung ada tulisan gratis tp gak kebagian karena selalu isi. Tp minus nya jalan masih gak bagus. Kalo habis hujan becek dan rujit.,tempat enak renang santai karang pecah ombak udah jembatan foto2 cantik inap jangkau dimahalin saung tulis gratis tp bagi isi tp minus nya jalan bagus habis hujan becek rujit,2,Positif
Pantai Sayang heulang,Kuncen Bunut,5.0,Ok indah sekali,ok indah,2,Positif
Pantai Sayang heulang,Idam Rahmat,3.0,Tempatnya cukup bagus hanya fasilitas penginapan perlu ditambah,tempat bagus fasilitas inap tambah,1,Netral
Pantai Sayang heulang,Sri Rahayu,5.0,Bisa sekalian ke gurun pasirnya 😍 …,gurun pasir,2,Positif
Pantai Sayang heulang,nfs arie,4.0,"Sebenernya pantainya bagus. Cm tidak ada perawatan sama sekali. Sampah dimana2, jalan sekitar pantai sangat hancur berbatu(apalagi waktu setelah hujan jd licin) Air bekas cucian piring jg arahnya langsung kelaut. Padahal penginapan/hotelny sudah lebih bagus drpd yg di pantai santolo. Tolong dibenahi lagi fasilitasnya.",sebenernya pantai bagus cm awat sampah dimana2 jalan pantai hancur batu hujan jd licin air bekas cuci piring jg arah langsung laut inap hotelny bagus drpd pantai santolo tolong benah fasilitas,2,Positif
Pantai Sayang heulang,Bapak Ilyas,5.0,Tak terlupakan indahnya laut sayang helang,lupa indah laut sayang hang,2,Positif
Pantai Sayang heulang,Saepudin RI,5.0,Pantai yang indah,pantai indah,2,Positif
Pantai Sayang heulang,Hasan,4.0,Pengen ke sayang helang lagi,ken sayang hang,2,Positif
Pantai Sayang heulang,Dian Maulana,4.0,Pantai yg indah tp kurang Ter urus jln rusak lampu2 ga nyala bangunan bnyak yg rusak sampah mah tong ditaros. Sok atuh benahi lagi @pemkabgarut,pantai indah tp ter urus jln rusak lampu2 nyala bangun bnyak rusak sampah mah tong ditaros sok atuh benah pemkabgarut,2,Positif
Pantai Sayang heulang,Ramdhani Vengeance,5.0,"Seru, first time nyobain staycation sendirian dikasih experience menyenangkan di sayang heulang, nanti kalo ada kesempatan kesana lagi, tiket karena masuknya pas tanggal merah jadi 25rb udah sama parkir",seru first time nyobain staycation kasih experience senang sayang heulang sempat kesana tiket masuk pas tanggal merah 25rb udah parkir,2,Positif
Pantai Sayang heulang,Nan Dang,4.0,Jalan Rusak d Area Pantai Sayang Heulang. Segera Perbaiki.,jalan rusak d area pantai sayang heulang baik,2,Positif
Pantai Sayang heulang,Zaonk Nurjaman,5.0,Mantap bener,mantap bener,2,Positif
Pantai Sayang heulang,Taufiq nawarot,5.0,"Pantai nya bagus sebenarnya hanya sampah nya kebangetan,dan banyak bekas botol miras di mana mana bahkan ada beberapa yang sudah pecah,hingga pecahan nya ke area bermain anak anak,mudah mudahan pihak pengelola beserta pemerintah setempat kolab untuk masalah kebersihannya",pantai nya bagus sampah nya banget bekas botol miras pecah pecah nya area main anak anak mudah mudah kelola serta perintah kolab bersih,2,Positif
Pantai Sayang heulang,rita Aisyah,5.0,"Tempatnya bagus, udah banyak penginapannya juga",tempat bagus udah inap,2,Positif
Pantai Sayang heulang,Dadan wahyu Nur fauzi,5.0,Bagus banget penginapannya juga nyaman,bagus inap nyaman,2,Positif
Pantai Sayang heulang,Andrian Herdiaa,1.0,Harusnya pemerintah memperhatikan kondisi jalan yang sangat begitu buruk di area pantainya.,perintah perhati kondisi jalan buruk area pantai,0,Negatif
Pantai Sayang heulang,Diki Pahruroji,4.0,Lumayan bagus,lumayan bagus,2,Positif
Pantai Sayang heulang,Tina Karlina5105,5.0,bagus,bagus,2,Positif
Pantai Sayang heulang,Dianandi,5.0,Palarian Buat liburan istirahat atau santai penyegaran diri dri tekanan pekerjaan... walaupun bayar tiket masuk tp fasilitas jalan tidak berubah tetap buruk dari dulu....,palari libur istirahat santai segar dri tekan kerja bayar tiket masuk tp fasilitas jalan ubah buruk,2,Positif
Pantai Sayang heulang,hasan ashari,5.0,Menyukai,suka,2,Positif
Pantai Sayang heulang,Nindikei Sahai,4.0,"Kmaren abis dr sini,sehari sebelum anak anak masuk sekolah,3 jam perjalanan dari rumah,akses jalan sudah bagus cuma ya berkelok,sepanjang perjalanan dusuguhkan pemandangan yang indah,lewati kebun teh adem..bnyak yang jualan cilok sepanjang jlan.cari aman kalo yang suka mabuk perjalanan mnding minum antimo dulu.untuk tiket masuk Kmaren dewasa harga 20rb/orang anak2 ga pake tiket mobil 10rb.untuk kondisi pantai lumayan bagus,sukanya disini karna airnya jernih berasa bneran di pantai pasir putih,krna bnyak karang juga dan ombak besar tidak sampai tepi pantai klo mnurut ku lebih aman buat bocil jdi kaya main di kolam luas,tapi ya ttep hati2 krna bnyak karang yg lumayan bikin ga nyaman di kaki saat main air disini.cuma bocilku lebih suka yang ada ombaknya😄jadi disesuaikan saja ya mau ke pantai mana.disini bnyak saung gazebo free ya cuma ada btas waktunya 2 jam,klo Mau bebas bawa tikar aja ngampar di bawah pohon sambil piknik,enak banget suasananya,sewa juga bisa dsini untuk tikar.bnyak jajanan bocil dan harganya masih wajar mulai dari 5 ribuan, untuk bilas 5 rbu toilet 3 rbu sewa ban 10 rb kecil 15 rb besar Perahu kecil 40rb Perahu kano 50rb Musholla ada, Untuk harga kyanya bisa ko dinego apalagi sewanya bnyak.ga ada pungli parkir Kmaren, semoga seterus nya gda pungli apapun. Pengalaman piknik Kmaren bersama keluarga menyenangkan,terima kasih.",kmaren abis hari anak anak masuk sekolah 3 jam jalan rumah akses jalan bagus kelok jalan dusuguhkan pandang indah lewat kebun teh adem bnyak jual cilok jlan cari aman suka mabuk jalan mnding minum antimo tiket masuk kmaren dewasa harga 20rb orang anak2 pake tiket mobil 10rb kondisi pantai lumayan bagus suka karna air jernih asa bneran pantai pasir putih krna bnyak karang ombak tepi pantai klo mnurut ku aman bocil jdi kaya main kolam luas ttep hati2 krna bnyak karang lumayan bikin nyaman kaki main air bocilku suka ombaknyajadi sesuai pantai bnyak saung gazebo free btas 2 jam klo bebas bawa tikar ngampar pohon piknik enak suasana sewa dsini tikar bnyak jajan bocil harga wajar 5 ribu bilas 5 rbu toilet 3 rbu sewa ban 10 rb 15 rb perahu 40rb perahu kano 50rb musholla harga kyanya ko dinego sewa bnyak pungli parkir kmaren moga terus nya gda pungli apa alam piknik kmaren keluarga senang terima kasih,2,Positif
Pantai Sayang heulang,Kaka Sae,1.0,Pantainya lumayan banyak nyamuk klo bermalam disitu pungli parkir liar nya terlalu tiket 25rb/orang parkir 25 ribu/mobil beda sama pantai yg lain cuman 10 rb tanpa ada parkir,pantai lumayan nyamuk klo malam situ pungli parkir liar nya tiket 25rb orang parkir 25 ribu mobil beda pantai cuman 10 rb parkir,0,Negatif
Pantai Sayang heulang,jajang sudrajat,4.0,Pantai nya tertata rapih,pantai nya tata rapih,2,Positif
Pantai Sayang heulang,Nia Nia kurniawati,2.0,"Tiket 20+5 ribu sama dengan tiket masuk ke pantai pangandaran cuma bedanya masuk pangandaran kita tuh puas banget mainnya kalo ke sini ga tau deh kaya yang gak keurus,,",tiket 20 5 ribu tiket masuk pantai pangandaran beda masuk pangandaran puas main tau kaya urus,0,Negatif
Pantai Sayang heulang,M.Fadil Pratama,5.0,"Lumayan nyaman,cuman sayang sampah berserakan mungkin besok besok ada tongsampah dan dinas kebersihan",lumayan nyaman cuman sayang sampah sera besok besok tongsampah dinas bersih,2,Positif
Pantai Sayang heulang,aldi muhammad rinaldy,1.0,Pengelola lebih baik melakukan perbaikan pada infrastruktur lingkungan. Bayar tiket masuk sudah lebih mahal dari pantai sebelah (yg malah lebih bersih).,kelola baik infrastruktur lingkung bayar tiket masuk mahal pantai belah bersih,0,Negatif
Pantai Sayang heulang,Dimas Pratama pratama,2.0,"pantai nya udh lumayan bagus adem, cuman masih kotor, ada sampah berserakan dimana mana, dan bau sampah, yang membuat para pengunjung sangat tidak nyaman, jadi saya berharap semoga kedepannya ada petugas kebersihan serta ada tempat sampah supaya tidak ada sampah yang berserakan dimana mana sehingga si pengunjung jadi merasa sangat nyaman.",pantai nya udh lumayan bagus adem cuman kotor sampah sera mana bau sampah unjung nyaman harap moga depan tugas bersih sampah sampah sera mana si unjung nyaman,0,Negatif
Pantai Sayang heulang,WANZVOICEZ79 STUDIO,5.0,Indah Pantainya,indah pantai,2,Positif
Pantai Sayang heulang,Ali Juhana,5.0,Pokoknya kalo d pantai sayang heulang mah moal bosen buat berkunjung kembali,pokok d pantai sayang heulang mah moal bosen kunjung,2,Positif
Pantai Sayang heulang,Gita Aulia,1.0,"Paham kenapa makin sepi selain fasilitas yang udah ga dirawat pungli nya jga ga marn maen bos.. malem malem mobil mau keluar didatengin sama orang mabok bilangnya harus bayar prkir 25.000 kita okein karna emng lagi lebaran.. pas dikasih 50rb malah bilangnya udah gausah dikembaliin aja ya, terus saya gamau dong eh dia maksa kan prkirnya 35rb trus kita yang dalem mobil negesin kalo awal dia minta 25rb.. eh dia diem sambil ngelempar duit 10rb asli ga iklas soalnya harus mgeluarin duit buat orang macam begitu! Tolong pengelola lebih diperhatikan terkait akses jalan, fasilitas , dan tiket masuk/tiket parkir biar gaada oknum yang suka memanfaatkan keadaan.",paham sepi fasilitas udah rawat pungli nya jga marn maen bos malem malem mobil didatengin orang mabok bilang bayar prkir 25 000 okein karna emng lebaran pas kasih 50rb bilang udah gausah dikembaliin gamau eh maksa prkirnya 35rb trus dalem mobil negesin 25rb eh diem ngelempar duit 10rb asli iklas mgeluarin duit orang tolong kelola perhati kait akses jalan fasilitas tiket masuk tiket parkir gaada oknum suka manfaat,0,Negatif
Pantai Sayang heulang,03Ngaingdays03,2.0,"Sorry bintang 2, pantai gak sesuai ekspektasi, terakhir kesitu tahun 2020, masih tahap pembangunan, masih bisa naik menara, sabtu 4 maret 2023 kmaren kok gtu, banyak fasilitas rusak, sampah dimana², mau naik menara pun udah gak bisa, menghindari rubuh, kok gak dirawat sih, sayang banget, masa' indahnya hanya pas diawal pembangunan aja sih...pokonya kecewa deh...",sorry bintang 2 pantai sesuai ekspektasi kesitu 2020 tahap bangun menara sabtu 4 maret 2023 kmaren gtu fasilitas rusak sampah mana menara udah hindar rubuh rawat sayang indah pas awal bangun poko kecewa,0,Negatif
Pantai Sayang heulang,Niisa ica,4.0,Terbaik,baik,2,Positif
Pantai Sayang heulang,Ginan Maulana Muqaddam,5.0,Favorite keluarga dari kecil,favorite keluarga,2,Positif
Pantai Sayang heulang,The Gege (Geladi garnida),3.0,Terakhir kesana touring jalan di pantainya masih jelek dan akomodasi penginapan masih kurang,kesana touring jalan pantai jelek akomodasi inap,1,Netral
Pantai Sayang heulang,Reksa Nursal Muzaki,3.0,"Pantai ramah keluarga terutama buat anak berenang,makananan murah,Penginapan tersedia banyak dan terjangkau. .Kekurangan jalan masih belum baik.",pantai ramah keluarga anak renang makananan murah inap sedia jangkau kurang jalan,1,Netral
Pantai Sayang heulang,Maman Suparman,5.0,Perjalanan menuju lokasi sangat menyenangkan dan keindahan pantai nya masih terlihat alami,jalan senang indah pantai nya alami,2,Positif
Pantai Sayang heulang,Zaky Cahyo Hadi,5.0,"Pantai Sayang Heulang terletak di Garut, Jawa Barat. Dikenal dengan pasir putihnya yang lembut dan ombak yang tenang, pantai ini menawarkan pemandangan laut yang indah dan suasana yang tenang. Ideal untuk bersantai dan menikmati keindahan alam. Akses mudah dari pusat kota Garut.",pantai sayang heulang letak jawa barat kenal pasir putih lembut ombak tenang pantai tawar pandang laut indah suasana tenang ideal santa nikmat indah alam akses mudah pusat kota,2,Positif
Pantai Sayang heulang,byo wibowo,1.0,"BANYAK PUNGLI PARKIR MOBIL 20K, TIKET PER ORANG 30K WEEKDAY YAA KITA KESANANYA BELUM LAGI ADA TUKANG PARKIR DI AREA PANTAI, APALAGI KALO WEEKEND",pungli parkir mobil 20k tiket orang 30k weekday yaa kesana tukang parkir area pantai weekend,0,Negatif
Pantai Sayang heulang,Robi Susandi,5.0,Enak tempat nya,enak nya,2,Positif
Pantai Sayang heulang,Nanda Permana,1.0,"Htm mahal 100 ribu 4 motor ,, petugas tidak ramah",htm mahal 100 ribu 4 motor tugas ramah,0,Negatif
Pantai Sayang heulang,Roni Roni,5.0,"Bagus, spoth2 selfi nya banyak, pantai nya landay bs main sampe ke tengah jika lagi surut...",bagus spoth2 selfi nya pantai nya landay bs main sampe surut,2,Positif
Pantai Sayang heulang,novitadwi.lestari,5.0,"Pantai Sayang Heulang wajib dikunjungi kalau ke Garut Selatan. Dibanding pantai-pantai yang lain, Sayang Heulang termasuk yang dikelola dengan baik, mulai dari fasilitas umum kaya jembatan, saung-saung, termasuk yang friendly untuk anak-anak main di pantai. Penginapan sama tempat makannya juga lebih hidup dan banyak pilihan walaupun akses dari jalan utamanya butuh waktu sekitar 10 menitan. Mudah-mudahan kedepannya akses jalan sekitar pantai terutama yang dekat2 penginapan bisa lebih bagus lagi.",pantai sayang heulang wajib kunjung selatan banding pantai pantai sayang heulang kelola fasilitas kaya jembatan saung saung friendly anak anak main pantai inap makan hidup pilih akses jalan utama butuh 10 menit mudah mudah depan akses jalan pantai dekat2 inap bagus,2,Positif
Pantai Sayang heulang,Imel Melan,4.0,Min saya mohon ekosistem laut sayang helang harus dijaga banget apalagi pas lewat kemarin ada banyak monyet kurus mungkin kurang sumber makanannya saya harap bisa penanaman pohon pokoknya the best sayang Heulang,min mohon ekosistem laut sayang hang jaga pas kemarin monyet kurus sumber makan harap tanam pohon pokok the best sayang heulang,2,Positif
Pantai Sayang heulang,yayat sudaryat,5.0,"beragam penginapan dengan harga terjangkau. buat tujuan wisata keluarga, touring, atau oersinggahan setelah menikmati indahnya pemandangan sepanjang perjalanan",agam inap harga jangkau tuju keluarga touring oersinggahan nikmat indah pandang jalan,2,Positif
Pantai Sayang heulang,Diko Tbmpf28,4.0,"Menjelang tahun baru k pantai ini, di portal diminta 160rb untuk satu mobil, tanpa tiket, yg jaga pakai seragam PNS, pas di dalam dikasih tahu sama tkg parkir mending lewat jalan desa/belakang gak mahal katanya.... Pantainya cukup rame , ombaknya habis ditengah, cocok untuk bw anak2",jelang k pantai portal 160rb mobil tiket jaga pakai seragam pns pas kasih tkg parkir mending jalan desa mahal pantai rame ombak habis tengah cocok bw anak2,2,Positif
Pantai Sayang heulang,Uj Novandi,5.0,"Pertama ke sini tahun 2017, kemarin tahun baruan ke sini lagi Mantap banyak sekali kemajuannya",2017 kemarin baru mantap maju,2,Positif
Pantai Sayang heulang,Raqesha jeje,5.0,Mantap air nya tenang pasirnya putih bersih 💥😍😍😍 …,mantap air nya tenang pasir putih bersih,2,Positif
Pantai Sayang heulang,Tiara Yussalistiani,5.0,pemandangan terbaik,pandang baik,2,Positif
Pantai Sayang heulang,Intan Ap,5.0,Tempatnya masih asri pasirnya putih banyak karang juga 🥰 banyak tempat penginapan juga .. …,tempat asri pasir putih karang inap,2,Positif
Pantai Sayang heulang,Dani Rukman,4.0,Oke,oke,2,Positif
Pantai Sayang heulang,RIZA KHOIRUL MUNA,5.0,Pantai Sayang Heulang merupakan destinasi wisata yang layak dikunjungi bagi siapa saja yang ingin menikmati keindahan pantai dengan suasana yang tenang dan fasilitas yang memadai,pantai sayang heulang destinasi layak kunjung nikmat indah pantai suasana tenang fasilitas pada,2,Positif
Pantai Sayang heulang,noranica _2404,5.0,Pantai yg indah. Sayang tidak bisa melihat matahari terbenam karena hujan. Tapi bisa melihat sunrise.,pantai indah sayang matahari benam hujan sunrise,2,Positif
Pantai Sayang heulang,Glitch,4.0,"Bagi yang suka berwisata dan menikmati waktu minimal 3 jam, maka ini adalah tempat yang tepat. Pantai ini memang bukan pantai eksklusif, tetapi lebih baik dari rata-rata. Tempat yang bagus untuk berenang dengan ombak yang tenang, pasir putih bersih, dan laut biru. Tentu saja, karena ini pantai, tempat ini pasti ramai. Jika Anda berasal dari BDO atau daerah mana pun, perjalanan ke sini memakan waktu 4,5 jam tanpa macet melalui jalan Ciwidey. Jangan terburu-buru di tikungan, tunggu sampai Anda mencapai Rancabali, lalu Anda bisa melaju (75 km/jam) ke tujuan Anda. Dan pastikan juga indikator bahan bakar Anda selalu di atas garis tengah. Semoga perjalanan Anda aman. Salam, Solo Rider",suka wisata nikmat minimal 3 jam pantai pantai eksklusif bagus renang ombak tenang pasir putih bersih laut biru pantai ramai asal bdo daerah jalan makan 4 5 jam macet jalan ciwidey buru buru tikung tunggu capai rancabali laju 75 jam tuju pasti indikator bahan bakar garis moga jalan aman salam solo rider,2,Positif
Pantai Sayang heulang,Eris Risman,5.0,membuatnya lebih baik,buat,2,Positif
Pantai Sayang heulang,Muktar Manurung,4.0,"View nya bagus 👍makanan ny enak apalgi ikan bakar nya, harga nya pas di kantong.. …",view nya bagus makan ny enak apalgi ikan bakar nya harga nya pas kantong,2,Positif
Pantai Sayang heulang,santo art,5.0,Pengen ke sini,ken,2,Positif
Pantai Sayang heulang,Adinar jujitshu,5.0,"Pantai sangat indah , ombak tidak terlalu besar, cocok buat liburan bareng dengan keluarga",pantai indah ombak cocok libur bareng keluarga,2,Positif
Pantai Sayang heulang,Yusuf Yustiana,1.0,"Tidak rekomendasi, banyak punglinya. Petugas tiketnya juga banyak yang bermain kayanya beli tiket 8 di kasihnya cuma 2 berarti sisanya masuk kantong pribadi",rekomendasi pungli tugas tiket main kaya beli tiket 8 kasih 2 sisa masuk kantong pribadi,0,Negatif
Pantai Sayang heulang,Sri Mulyati,2.0,"Tempat ini bagus untuk anak-anak. Ombaknya tidak terlalu tinggi. Sayangnya, harganya agak mahal untuk sebuah pantai. Seperti biasa, Jawa Barat berada di peringkat pertama dalam hal harga yang terlalu tinggi. Setiap tiket masuk harganya 20.000 Rupiah/orang. Jadi, jika Anda memutuskan untuk pergi ke pantai, saya sarankan pantai ""Santolo"" saja, tempatnya dekat dari sini, tiket masuknya 10.000 Rupiah/orang.",bagus anak anak ombak sayang harga mahal pantai jawa barat peringkat harga tiket masuk harga 20 000 rupiah orang putus pergi pantai saran pantai santolo tempat tiket masuk 10 000 rupiah orang,0,Negatif
Pantai Sayang heulang,Noey,5.0,"Di saat ada waktu luang, untuk melepas penat, saya bersama keluarga pasti pergi ke pantai, dan salah satu pantai yang kami tuju adalah pantai sayang heulang.",luang lepas penat keluarga pergi pantai salah pantai tuju pantai sayang heulang,2,Positif
Pantai Sayang heulang,Risya ardiana,5.0,Bagusss tempatnyaaaaa,bagusss tempatnyaaaaa,2,Positif
Pantai Sayang heulang,rimo saptazi,5.0,"enak diliat, HTM 20K, bisa berenang juga cuma kebanyakan orang tua sama keluarga yang kesini",enak liat htm 20k renang banyak orang tua keluarga kesini,2,Positif
Pantai Sayang heulang,Maulida Rosidawati,5.0,"Pantai nya bagus,, penginapan juga banyak ,, harga tiket nya juga terjangkau wort it lah buat pantai sebagus itu 🥰 …",pantai nya bagus inap harga tiket nya jangkau wort it pantai bagus,2,Positif
Pantai Sayang heulang,Dody Elsaba 96,4.0,Pantai nya lumayan bagus tapi sarana pendukung nya kurang bagus.. jln di area pantai jelek.. infrastruktur area pantai kurang terawat padahal baru beres renov,pantai nya lumayan bagus sarana dukung nya bagus jln area pantai jelek infrastruktur area pantai awat beres renov,2,Positif
Pantai Sayang heulang,Yanti Tri lestari_ABI`9,5.0,"seruu sii,tmptt baru pertama kali kunjungi",seruu sii tmptt kali kunjung,2,Positif
Pantai Sayang heulang,Witri Bulan Lestari,5.0,Pantainya bagus beraih ya meskipun banyak fasilitas yang pada rusak sepeti gelayunan dan tempat santai nya,pantai bagus raih fasilitas rusak sepet gayun santai nya,2,Positif
Pantai Sayang heulang,Rama Wijaya Kusuma,5.0,bisa berenang,renang,2,Positif
Pantai Sayang heulang,Euis Latipah,5.0,Bagus keren masih asri,bagus keren asri,2,Positif
Pantai Sayang heulang,Adzawiyah New,5.0,"Perjalanan bogor sayang helang sangat melelahkan,viv c anjur selatan,tapi sangat seru,perjalan begitu indah pemandangan nya bikin kangen",jalan bogor sayang hang lelah viv c anjur selatan seru jalan indah pandang nya bikin kangen,2,Positif
Pantai Sayang heulang,Ar Roofi Nurul,5.0,"Pantai Sayangheulang - salah satu pantai yang terletak di sisi selatan pulau Jawa, tepatnya di kabupaten Garut, Jawa Barat. Pantai ini persis berada di teluk, sehingga ombaknya cukup tenang. Letaknya persis bersebelahan dengan pantai Santolo disisi barat.",pantai sayangheulang salah pantai letak sisi selatan pulau jawa tepat kabupaten jawa barat pantai persis teluk ombak tenang letak persis bahan pantai santolo sisi barat,2,Positif
Pantai Sayang heulang,Feri Ferdian,5.0,Tempatnya bagus bersih,tempat bagus bersih,2,Positif
Pantai Sayang heulang,Thami Rostami,2.0,Sangat buruk … tempat yang tidak dikelola dengan baik.. padahal potensi alam bagus sekali,buruk kelola potensi alam bagus,0,Negatif
Pantai Sayang heulang,putri novitasari,5.0,Seru banget main kano sama anak2 disini,seru main kano anak2,2,Positif
Pantai Sayang heulang,Wiwi Widiana,5.0,Untuk happy ok,happy ok,2,Positif
Pantai Sayang heulang,alwan mubarok,5.0,Mantap sepi cuman jalannya aja yang jelek sama pencahayaan nya kurengg,mantap sepi cuman jalan jelek cahaya nya kurengg,2,Positif
Pantai Sayang heulang,Edi Pramono,3.0,Jalurnya masih extrim klau utk R4 arah dari ciwideuy,jalur extrim klau r4 arah ciwideuy,1,Netral
Pantai Sayang heulang,ridwan Riansyah,5.0,bagus,bagus,2,Positif
Pantai Sayang heulang,Abdul Sahid,5.0,Masjid Annashr,masjid annashr,2,Positif
Pantai Sayang heulang,Aksa Aldari Darajat,4.0,Mantap...,mantap,2,Positif
Pantai Sayang heulang,Takiya Genji,5.0,Lumayan bersih pantainya,lumayan bersih pantai,2,Positif
Pantai Sayang heulang,Indrawan Basuseno,3.0,"Pantainya enak anginnya dingin. Jalan nya HANCUR di sepanjang pesisir pantai, ga kebayang pas musim hujan bisa offroad kyanya. Pesisir pantai tidak ad yg sewain payung pantai. Lapak/gerobak Pedagang masuk ke bibir pantai jd mengganggu kenyamanan dan pemandangan saat di pasir pantai. Padahal pedagang diatas aja byk koq yg beli klo butuh.",pantai enak angin dingin jalan nya hancur pesisir pantai bayang pas musim hujan offroad kyanya pesisir pantai ad sewain payung pantai lapak gerobak dagang masuk bibir pantai jd ganggu nyaman pandang pasir pantai dagang atas byk koq beli klo butuh,1,Netral
Pantai Sayang heulang,Nur Ilma Melati,4.0,"Pantainnya bagus, cocok untuk family trip yang murah dan hunting foto, ada beberapa bagian pantai yg terdapat karang karang yang ditumbuhi rumput laut yang didalamnya terdapat beberapa bintang laut dan kepiting kecil, letaknya di dekat tembok nama pantai sayang heulang, yang kurang dari pantai ini ialah jalan bagi motor dan mobil yang masih banyak lubangnya",pantainnya bagus cocok family trip murah hunting foto pantai karang karang tumbuh rumput laut dalam bintang laut kepiting letak tembok nama pantai sayang heulang pantai jalan motor mobil lubang,2,Positif
Pantai Sayang heulang,Irfan Hanaffiah,5.0,Pantai nya bersih Ombaknya tidak sampai ke pinggir jadi aman untuk berenang anak anak,pantai nya bersih ombak pinggir aman renang anak anak,2,Positif
Pantai Sayang heulang,Sandi Apr,5.0,"PANTAINYA ENAK BANGETT, ADA GURUN SAHARA TRS ADA JUGA BUKIT MIRIP BUKIT TELETABIS, POKONYA MAH REKOMENDED BANGET, TAPI KALO MAU MASUK KE SINI JANGAN LEWAT JALAN UTAMA (GAPURA SAYANG HEULANG) SOALNYA HTM 45K/MOTOR, MENDING LEWAT JALAN SATU LAGI (LUPA DETAIL JALANNYA) TAPI JALANNYA ITU SEBELAH PENGINAPAN TRS HADEPAN LANGSUNG SAMA INDOMARET",pantai enak bangett gurun sahara trs bukit bukit teletabis poko mah rekomended masuk jalan utama gapura sayang heulang htm 45k motor mending jalan lupa detail jalan jalan belah inap trs hadepan langsung indomaret,2,Positif
Pantai Sayang heulang,Ipang Alex,5.0,"Kesini kalau lagi mudik,,gak bikin bosen",kesini mudik bikin bosen,2,Positif
